fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.49234368482119667,1.0626754743088371,-1.370016674839114,-0.6614224959960032,-0.18957551476285792,-0.4389666656450094,-0.3117190043938084,0.6593724931200435,1.4090268491240288,-0.635855435708827,-0.9828058455416112,5.0
-0.21430572447009602,2.1486820910597824,-1.370016674839114,0.9711677833388772,1.3417659225088518,1.0949004778535036,0.9446499785340174,0.05550024470364059,-0.7627095615511497,0.38562420310380724,-0.590940584569264,5.0
-0.21430572447009602,1.4246776798924858,-1.1653133761246321,0.2714862350524994,0.9241273487074761,-0.0007189103597199941,0.449716742835177,0.1762746943869078,-0.34237348206563345,0.13025429340064845,-0.590940584569264,5.0
2.1490169385142623,-1.4713399647767003,1.4958295071636314,-0.6614224959960032,-0.25918194372975384,0.21840496728292472,0.6781474670038726,0.7801469428033108,-1.0429336145414958,-0.4656088292400554,-0.590940584569264,6.0
-0.49234368482119667,1.0626754743088371,-1.370016674839114,-0.6614224959960032,-0.18957551476285792,-0.4389666656450094,-0.3117190043938084,0.6593724931200435,1.4090268491240288,-0.635855435708827,-0.9828058455416112,5.0
-0.49234368482119667,0.8213406705864055,-1.370016674839114,-0.8946496787581286,-0.25918194372975384,-0.2198427880023647,-0.08328828022511277,0.6593724931200435,1.4090268491240288,-0.635855435708827,-0.9828058455416112,5.0
-0.1447962343823204,0.4593384650027569,-1.0629617267673914,-1.36110404428238,-0.6768205175311285,-0.0007189103597199941,0.6400756796424233,-0.18604865466296083,-0.062149429075287255,-1.4870884680526892,-0.9828058455416112,5.0
-0.5618531749089722,0.7610069696557974,-1.370016674839114,-2.294012775330883,-0.9552462333987123,-0.0007189103597199941,-0.8066522400926489,-1.2730187018124326,0.5683546901529932,-1.4019651648183034,-0.39500795408309125,7.0
-0.21430572447009602,0.3386710631415407,-1.2676650254818733,-0.42819531323387733,-0.39839480166354574,-0.6580905432876542,-0.9208676021769967,0.05550024470364059,0.35818665041023207,-0.5507321324744416,-0.8848395302985249,7.0
-0.9789101154356236,0.3386710631415407,-0.9606100774101504,-0.8946496787581286,1.2721594935419491,-0.0007189103597199941,0.868506403811119,-0.4879847788711288,-0.20226145557046035,-0.8061020421775995,-1.1787384760277857,5.0
-1.7435145064011517,0.5498390163986691,-1.370016674839114,-1.36110404428238,0.7153080618067883,0.10884302846160236,0.6400756796424233,-1.4541803763374004,1.8994189418571361,-0.976348648646372,-0.4929742693261776,5.0
-0.21430572447009602,0.519672165933365,0.11408224084087891,-1.36110404428238,2.455468785979186,-0.6580905432876542,-0.5020779412010548,0.4178235937534422,-0.34237348206563345,-0.12511561630251036,-1.2767047912708722,5.0
0.27226070614433084,-1.4713399647767003,1.4958295071636314,-0.8946496787581286,0.9241273487074761,2.1905198660667273,2.315234323546191,0.11588746954527418,-0.062149429075287255,0.9814873257445101,0.09482362213234241,7.0
-0.1447962343823204,-1.2300051610542682,1.239950383770529,-0.8946496787581286,0.019243772137829913,0.21840496728292472,0.5258603175580755,0.11588746954527418,-1.8836057735125344,-0.12511561630251036,-1.1787384760277857,6.0
-0.35332470464564664,-0.8076692545400118,0.2164338901981199,0.2714862350524994,0.22806305903851096,0.8757766002108589,1.0969371279798146,0.900921392486578,1.4790828623716168,0.13025429340064845,-0.6889068998123521,5.0
-0.1447962343823204,-0.5663344508175797,-0.29532435658808465,-1.36110404428238,1.8986173542440183,-0.5485286044663318,-0.19750364230946058,-0.0652742049796266,-0.9728776012939109,2.3434601774946895,-0.8848395302985249,5.0
0.27226070614433084,-0.20433224523393148,-0.8070826033742892,0.2714862350524994,0.3672759169723096,-0.6580905432876542,0.9446499785340174,0.05550024470364059,-0.9728776012939109,-0.8912253454119858,-0.9828058455416112,5.0
-0.8398911352600729,-0.7473355536094036,-0.6535551293384276,0.5047134178146253,0.43688234593920555,0.6566527225682142,-0.08328828022511277,0.05550024470364059,0.8485787431433395,-0.03999231306812409,-0.6889068998123521,6.0
-1.2569480757867248,-0.8076692545400118,-0.5512034799811868,-1.8275584098066318,0.08885020110472586,-0.4389666656450094,-0.7305086653697503,-0.7295336782376632,0.21807462391505897,-0.635855435708827,-1.0807721607846976,5.0
-0.35332470464564664,-0.6870018526787959,-0.14179688255222328,-0.8946496787581286,0.08885020110472586,-1.205900237394266,-1.1873701137071415,-0.306823104346228,-0.20226145557046035,-0.38048552600566915,-0.8848395302985249,5.0
-0.7008721550845229,1.1230091752394453,-1.370016674839114,-0.6614224959960032,0.08885020110472586,-0.11028084918104235,-0.2736472170323591,0.29704914407017496,1.1288027961336857,-0.7209787389432133,-0.9828058455416112,5.0
-0.21430572447009602,0.7308401191904933,-1.370016674839114,-0.42819531323387733,0.22806305903851096,-0.7676524821089765,-0.9970111768998952,-0.18604865466296083,0.4982986769054052,-0.38048552600566915,-0.590940584569264,6.0
-0.9789101154356236,0.9118412219823175,-1.011785902088771,0.5047134178146253,0.7153080618067883,0.21840496728292472,1.5157267889557564,-0.5483720037127624,0.2881306371626471,-0.8061020421775995,-0.29704163884000484,5.0
0.13324172596878084,0.7911738201211014,-0.7559067786956687,0.2714862350524994,0.29766948800541365,-0.0007189103597199941,2.695952197160684,-0.0652742049796266,-0.9728776012939109,0.2153775966350347,-0.590940584569264,5.0
-2.021552466752252,-1.2300051610542682,-0.09062105787360279,-0.8946496787581286,1.6897980673433306,-0.2198427880023647,0.2974295933893799,-0.608759228554396,0.4982986769054052,-0.7209787389432133,-1.1787384760277857,5.0
-0.21430572447009602,0.7308401191904933,-1.370016674839114,0.03825905229037454,0.5064887749061006,-1.0963382985729435,-0.9208676021769967,1.1424702918531795,0.6384107034005783,-0.7209787389432133,-0.7868732150554385,6.0
-0.21430572447009602,0.4593384650027569,-0.6535551293384276,0.5047134178146253,0.5064887749061006,-1.3154621762155883,-1.0350829642613444,0.4782108185951428,0.7785227298957513,-0.2953622227712829,0.3887225678616033,6.0
-0.005777254206770392,-0.8680029554706199,0.06290641616225869,-0.19496813047175138,-0.8856398044318163,-0.2198427880023647,-0.4640061538396055,0.05550024470364059,-0.5525415218083916,0.8112407192757376,-0.6889068998123521,7.0
-0.5618531749089722,-0.44566704895636355,0.4723130135912221,0.03825905229037454,-0.3287883726966498,-0.3294047268236871,1.7060857257630029,0.6593724931200435,0.14801861066747396,1.6624737516195993,0.09482362213234241,5.0
0.4807891764076571,0.519672165933365,0.1652580655194994,1.437622148863128,0.6457016328398925,0.21840496728292472,0.14514244394358283,0.5385980434367764,-0.34237348206563345,-1.0614719518807583,-1.0807721607846976,4.0
